# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1918       2.973102555512e-11       1.259948567844e-12      -2.862581679260e-12       0.000000000000e+00 
 1919       2.976802390574e-11       1.250281633554e-12      -2.865150920482e-12       0.000000000000e+00 
 1920       2.980502413791e-11       1.240560775029e-12      -2.867117866380e-12       0.000000000000e+00 
 1921       2.984198716925e-11       1.230789598384e-12      -2.868484977785e-12       0.000000000000e+00 
 1922       2.987887375486e-11       1.220971725137e-12      -2.869254731665e-12       0.000000000000e+00 
 1923       2.991564448707e-11       1.211110792227e-12      -2.869429621148e-12       0.000000000000e+00 
 1924       2.995225979529e-11       1.201210452035e-12      -2.869012155544e-12       0.000000000000e+00 
 1925       2.998867994571e-11       1.191274372406e-12      -2.868004860373e-12       0.000000000000e+00 
 1926       3.002486504117e-11       1.181306236664e-12      -2.866410277382e-12       0.000000000000e+00 
 1927       3.006077502090e-11       1.171309743639e-12      -2.864230964575e-12       0.000000000000e+00 
 1928       3.009636966033e-11       1.161288607682e-12      -2.861469496232e-12       0.000000000000e+00 
 1929       3.013160857089e-11       1.151246558687e-12      -2.858128462936e-12       0.000000000000e+00 
 1930       3.016645119974e-11       1.141187342111e-12      -2.854210471591e-12       0.000000000000e+00 
 1931       3.020085682964e-11       1.131114718996e-12      -2.849718145454e-12       0.000000000000e+00 
 1932       3.023478457868e-11       1.121032465984e-12      -2.844654124150e-12       0.000000000000e+00 
 1933       3.026819340009e-11       1.110944375344e-12      -2.839021063702e-12       0.000000000000e+00 
 1934       3.030104208203e-11       1.100854254986e-12      -2.832821636550e-12       0.000000000000e+00 
 1935       3.033328924738e-11       1.090765928486e-12      -2.826058531577e-12       0.000000000000e+00 
 1936       3.036489335351e-11       1.080683235104e-12      -2.818734454132e-12       0.000000000000e+00 
 1937       3.039581269210e-11       1.070610029802e-12      -2.810852126055e-12       0.000000000000e+00 
 1938       3.042600538889e-11       1.060550183269e-12      -2.802414285697e-12       0.000000000000e+00 
 1939       3.045542940351e-11       1.050507581938e-12      -2.793423687945e-12       0.000000000000e+00 
 1940       3.048404252924e-11       1.040486128005e-12      -2.783883104250e-12       0.000000000000e+00 
 1941       3.051180239281e-11       1.030489739452e-12      -2.773795322642e-12       0.000000000000e+00 
 1942       3.053866645418e-11       1.020522350068e-12      -2.763163147761e-12       0.000000000000e+00 
 1943       3.056459200634e-11       1.010587909465e-12      -2.751989400877e-12       0.000000000000e+00 
 1944       3.058953617509e-11       1.000690383100e-12      -2.740276919915e-12       0.000000000000e+00 
 1945       3.061345591885e-11       9.908337522977e-13      -2.728028559476e-12       0.000000000000e+00 
 1946       3.063630802839e-11       9.810220142669e-13      -2.715247190864e-12       0.000000000000e+00 
 1947       3.065804912671e-11       9.712591821231e-13      -2.701935702109e-12       0.000000000000e+00 
 1948       3.067864043015e-11       9.615489808848e-13      -2.688098020161e-12       0.000000000000e+00 
 1949       3.069806207158e-11       9.518939329285e-13      -2.673742185841e-12       0.000000000000e+00 
 1950       3.071629888442e-11       9.422962657031e-13      -2.658877302040e-12       0.000000000000e+00 
 1951       3.073333565097e-11       9.327582151393e-13      -2.643512513702e-12       0.000000000000e+00 
 1952       3.074915710234e-11       9.232820256599e-13      -2.627657007880e-12       0.000000000000e+00 
 1953       3.076374791839e-11       9.138699501911e-13      -2.611320013787e-12       0.000000000000e+00 
 1954       3.077709272767e-11       9.045242501722e-13      -2.594510802857e-12       0.000000000000e+00 
 1955       3.078917610733e-11       8.952471955667e-13      -2.577238688796e-12       0.000000000000e+00 
 1956       3.079998258312e-11       8.860410648729e-13      -2.559513027645e-12       0.000000000000e+00 
 1957       3.080949662927e-11       8.769081451340e-13      -2.541343217827e-12       0.000000000000e+00 
 1958       3.081770266846e-11       8.678507319490e-13      -2.522738700211e-12       0.000000000000e+00 
 1959       3.082458507177e-11       8.588711294834e-13      -2.503708958162e-12       0.000000000000e+00 
 1960       3.083012815857e-11       8.499716504792e-13      -2.484263517599e-12       0.000000000000e+00 
 1961       3.083431619653e-11       8.411546162662e-13      -2.464411947051e-12       0.000000000000e+00 
 1962       3.083713340147e-11       8.324223567719e-13      -2.444163857715e-12       0.000000000000e+00 
 1963       3.083856393741e-11       8.237772105324e-13      -2.423528903507e-12       0.000000000000e+00 
 1964       3.083859191639e-11       8.152215247029e-13      -2.402516781119e-12       0.000000000000e+00 
 1965       3.083720139852e-11       8.067576550682e-13      -2.381137230081e-12       0.000000000000e+00 
 1966       3.083437639182e-11       7.983879660534e-13      -2.359400032809e-12       0.000000000000e+00 
 1967       3.083010085224e-11       7.901148307343e-13      -2.337315014663e-12       0.000000000000e+00 
 1968       3.082435868356e-11       7.819406308479e-13      -2.314892044006e-12       0.000000000000e+00 
 1969       3.081713373733e-11       7.738677568034e-13      -2.292141032257e-12       0.000000000000e+00 
 1970       3.080840981280e-11       7.658986076921e-13      -2.269071933948e-12       0.000000000000e+00 
 1971       3.079817065689e-11       7.580355912984e-13      -2.245694746777e-12       0.000000000000e+00 
 1972       3.078639996412e-11       7.502811241104e-13      -2.222019511669e-12       0.000000000000e+00 
 1973       3.077308137652e-11       7.426376313302e-13      -2.198056312828e-12       0.000000000000e+00 
 1974       3.075819848361e-11       7.351075468846e-13      -2.173815277794e-12       0.000000000000e+00 
 1975       3.074173482230e-11       7.276933134354e-13      -2.149306577497e-12       0.000000000000e+00 
 1976       3.072367387687e-11       7.203973823907e-13      -2.124540426318e-12       0.000000000000e+00 
 1977       3.070399907887e-11       7.132222139144e-13      -2.099527082139e-12       0.000000000000e+00 
 1978       3.068269380709e-11       7.061702769376e-13      -2.074276846402e-12       0.000000000000e+00 
 1979       3.065974138748e-11       6.992440491689e-13      -2.048800064163e-12       0.000000000000e+00 
 1980       3.063512509310e-11       6.924460171048e-13      -2.023107124151e-12       0.000000000000e+00 
 1981       3.060882814406e-11       6.857786760403e-13      -1.997208458821e-12       0.000000000000e+00 
 1982       3.058083370743e-11       6.792445300798e-13      -1.971114544411e-12       0.000000000000e+00 
 1983       3.055112489724e-11       6.728460921472e-13      -1.944835900995e-12       0.000000000000e+00 
 1984       3.051968477435e-11       6.665858839968e-13      -1.918383092545e-12       0.000000000000e+00 
 1985       3.048649634645e-11       6.604664362234e-13      -1.891766726982e-12       0.000000000000e+00 
 1986       3.045154256794e-11       6.544902882736e-13      -1.864997456231e-12       0.000000000000e+00 
 1987       3.041481120784e-11       6.486595509282e-13      -1.838085786195e-12       0.000000000000e+00 
 1988       3.037630949261e-11       6.429745902070e-13      -1.811041505008e-12       0.000000000000e+00 
 1989       3.033604957106e-11       6.374353337909e-13      -1.783874250682e-12       0.000000000000e+00 
 1990       3.029404365629e-11       6.320417076664e-13      -1.756593700856e-12       0.000000000000e+00 
 1991       3.025030402578e-11       6.267936361229e-13      -1.729209572848e-12       0.000000000000e+00 
 1992       3.020484302151e-11       6.216910417500e-13      -1.701731623708e-12       0.000000000000e+00 
 1993       3.015767304999e-11       6.167338454347e-13      -1.674169650263e-12       0.000000000000e+00 
 1994       3.010880658238e-11       6.119219663587e-13      -1.646533489173e-12       0.000000000000e+00 
 1995       3.005825615459e-11       6.072553219958e-13      -1.618833016973e-12       0.000000000000e+00 
 1996       3.000603436735e-11       6.027338281087e-13      -1.591078150133e-12       0.000000000000e+00 
 1997       2.995215388628e-11       5.983573987471e-13      -1.563278845100e-12       0.000000000000e+00 
 1998       2.989662744202e-11       5.941259462440e-13      -1.535445098351e-12       0.000000000000e+00 
 1999       2.983946783028e-11       5.900393812138e-13      -1.507586946444e-12       0.000000000000e+00 
 2000       2.978068791193e-11       5.860976125490e-13      -1.479714466067e-12       0.000000000000e+00 
 2001       2.972030061311e-11       5.823005474178e-13      -1.451837774088e-12       0.000000000000e+00 
 2002       2.965831892530e-11       5.786480912611e-13      -1.423967027605e-12       0.000000000000e+00 
 2003       2.959475590542e-11       5.751401477900e-13      -1.396112423998e-12       0.000000000000e+00 
 2004       2.952962467590e-11       5.717766189831e-13      -1.368284200976e-12       0.000000000000e+00 
 2005       2.946293842476e-11       5.685574050834e-13      -1.340492636628e-12       0.000000000000e+00 
 2006       2.939471040574e-11       5.654824045959e-13      -1.312748049475e-12       0.000000000000e+00 
 2007       2.932495393834e-11       5.625515142849e-13      -1.285060798519e-12       0.000000000000e+00 
 2008       2.925368240794e-11       5.597646291710e-13      -1.257441283290e-12       0.000000000000e+00 
 2009       2.918090926585e-11       5.571216425285e-13      -1.229899943902e-12       0.000000000000e+00 
 2010       2.910664802946e-11       5.546224458829e-13      -1.202447261098e-12       0.000000000000e+00 
 2011       2.903091228223e-11       5.522669290077e-13      -1.175093756303e-12       0.000000000000e+00 
 2012       2.895371567390e-11       5.500549799220e-13      -1.147849991673e-12       0.000000000000e+00 
 2013       2.887507192046e-11       5.479864848876e-13      -1.120726570144e-12       0.000000000000e+00 
 2014       2.879499480432e-11       5.460613284066e-13      -1.093734135485e-12       0.000000000000e+00 
 2015       2.871349817434e-11       5.442793932182e-13      -1.066883372344e-12       0.000000000000e+00 
 2016       2.863059594597e-11       5.426405602961e-13      -1.040185006303e-12       0.000000000000e+00 
 2017       2.854630210129e-11       5.411447088461e-13      -1.013649803923e-12       0.000000000000e+00 
 2018       2.846063068912e-11       5.397917163030e-13      -9.872885727976e-13       0.000000000000e+00 
 2019       2.837359582511e-11       5.385814583279e-13      -9.611121616024e-13       0.000000000000e+00 
 2020       2.828521169182e-11       5.375138088057e-13      -9.351314601439e-13       0.000000000000e+00 
 2021       2.819549253881e-11       5.365886398421e-13      -9.093573994108e-13       0.000000000000e+00 
 2022       2.810445268271e-11       5.358058217610e-13      -8.838009516231e-13       0.000000000000e+00 
 2023       2.801210650735e-11       5.351652231018e-13      -8.584731302831e-13       0.000000000000e+00 
 2024       2.791846846378e-11       5.346667106167e-13      -8.333849902250e-13       0.000000000000e+00 
 2025       2.782355307045e-11       5.343101492677e-13      -8.085476276646e-13       0.000000000000e+00 
 2026       2.772737711050e-11       5.340951018238e-13      -7.839710827592e-13       0.000000000000e+00 
 2027       2.762996624123e-11       5.340199252852e-13      -7.596610385153e-13       0.000000000000e+00 
 2028       2.753134843262e-11       5.340826679255e-13      -7.356220981314e-13       0.000000000000e+00 
 2029       2.743155177446e-11       5.342813690881e-13      -7.118588803415e-13       0.000000000000e+00 
 2030       2.733060447655e-11       5.346140591746e-13      -6.883760194334e-13       0.000000000000e+00 
 2031       2.722853486886e-11       5.350787596330e-13      -6.651781652663e-13       0.000000000000e+00 
 2032       2.712537140161e-11       5.356734829468e-13      -6.422699832892e-13       0.000000000000e+00 
 2033       2.702114264552e-11       5.363962326228e-13      -6.196561545589e-13       0.000000000000e+00 
 2034       2.691587729186e-11       5.372450031803e-13      -5.973413757577e-13       0.000000000000e+00 
 2035       2.680960415268e-11       5.382177801388e-13      -5.753303592115e-13       0.000000000000e+00 
 2036       2.670235216094e-11       5.393125400073e-13      -5.536278329081e-13       0.000000000000e+00 
 2037       2.659415037062e-11       5.405272502721e-13      -5.322385405149e-13       0.000000000000e+00 
 2038       2.648502795694e-11       5.418598693856e-13      -5.111672413969e-13       0.000000000000e+00 
 2039       2.637501421646e-11       5.433083467551e-13      -4.904187106350e-13       0.000000000000e+00 
 2040       2.626413856724e-11       5.448706227305e-13      -4.699977390435e-13       0.000000000000e+00 
 2041       2.615243054901e-11       5.465446285937e-13      -4.499091331886e-13       0.000000000000e+00 
 2042       2.603991982331e-11       5.483282865462e-13      -4.301577154062e-13       0.000000000000e+00 
 2043       2.592663617364e-11       5.502195096984e-13      -4.107483238200e-13       0.000000000000e+00 
 2044       2.581260950560e-11       5.522162020575e-13      -3.916858123591e-13       0.000000000000e+00 
 2045       2.569786984708e-11       5.543162585162e-13      -3.729750507767e-13       0.000000000000e+00 
 2046       2.558244734836e-11       5.565175648414e-13      -3.546209246675e-13       0.000000000000e+00 
 2047       2.546637228229e-11       5.588179976624e-13      -3.366283354860e-13       0.000000000000e+00 
 2048       2.534967504446e-11       5.612154244592e-13      -3.190022005643e-13       0.000000000000e+00 
 2049       2.523238615329e-11       5.637077035518e-13      -3.017474531305e-13       0.000000000000e+00 
 2050       2.511453625026e-11       5.662926840876e-13      -2.848690423264e-13       0.000000000000e+00 
 2051       2.499615610000e-11       5.689682060308e-13      -2.683719332252e-13       0.000000000000e+00 
 2052       2.487727659046e-11       5.717321001504e-13      -2.522611068503e-13       0.000000000000e+00 
 2053       2.475792873308e-11       5.745821880089e-13      -2.365415601927e-13       0.000000000000e+00 
 2054       2.463814366290e-11       5.775162819506e-13      -2.212183062290e-13       0.000000000000e+00 
 2055       2.451795263876e-11       5.805321850903e-13      -2.062963739398e-13       0.000000000000e+00 
 2056       2.439738704342e-11       5.836276913016e-13      -1.917808083274e-13       0.000000000000e+00 
 2057       2.427647838373e-11       5.868005852056e-13      -1.776766704338e-13       0.000000000000e+00 
 2058       2.415525829073e-11       5.900486421592e-13      -1.639890373589e-13       0.000000000000e+00 
 2059       2.403375851990e-11       5.933696282436e-13      -1.507230022782e-13       0.000000000000e+00 
 2060       2.391201095121e-11       5.967613002529e-13      -1.378836744613e-13       0.000000000000e+00 
 2061       2.379004758932e-11       6.002214056826e-13      -1.254761792894e-13       0.000000000000e+00 
 2062       2.366790056375e-11       6.037476827179e-13      -1.135056582734e-13       0.000000000000e+00 
 2063       2.354560212898e-11       6.073378602224e-13      -1.019772690722e-13       0.000000000000e+00 
 2064       2.342318466464e-11       6.109896577264e-13      -9.089618551047e-14       0.000000000000e+00 
 2065       2.330067943516e-11       6.147007686559e-13      -8.026638378560e-14       0.000000000000e+00 
 2066       2.317811285893e-11       6.184688099117e-13      -7.008699164799e-14       0.000000000000e+00 
 2067       2.305551021298e-11       6.222913719097e-13      -6.035591337816e-14       0.000000000000e+00 
 2068       2.293289687121e-11       6.261660352963e-13      -5.107104123220e-14       0.000000000000e+00 
 2069       2.281029830450e-11       6.300903709365e-13      -4.223025542556e-14       0.000000000000e+00 
 2070       2.268774008082e-11       6.340619399021e-13      -3.383142411700e-14       0.000000000000e+00 
 2071       2.256524786535e-11       6.380782934591e-13      -2.587240339238e-14       0.000000000000e+00 
 2072       2.244284742060e-11       6.421369730562e-13      -1.835103724855e-14       0.000000000000e+00 
 2073       2.232056460650e-11       6.462355103129e-13      -1.126515757724e-14       0.000000000000e+00 
 2074       2.219842538056e-11       6.503714270072e-13      -4.612584148860e-15       0.000000000000e+00 
 2075       2.207645579797e-11       6.545422350637e-13       1.608875403568e-15       0.000000000000e+00 
 2076       2.195468201169e-11       6.587454365418e-13       7.401425600590e-15       0.000000000000e+00 
 2077       2.183313027260e-11       6.629785236235e-13       1.276728313245e-14       0.000000000000e+00 
 2078       2.171182692960e-11       6.672389786014e-13       1.770867687520e-14       0.000000000000e+00 
 2079       2.159079842973e-11       6.715242738672e-13       2.222784790689e-14       0.000000000000e+00 
 2080       2.147007131829e-11       6.758318718988e-13       2.632704952364e-14       0.000000000000e+00 
 2081       2.134967223895e-11       6.801592252493e-13       3.000854725584e-14       0.000000000000e+00 
 2082       2.122962793387e-11       6.845037765345e-13       3.327461888424e-14       0.000000000000e+00 
 2083       2.110996524382e-11       6.888629584207e-13       3.612755445610e-14       0.000000000000e+00 
 2084       2.099071110829e-11       6.932341936134e-13       3.856965630135e-14       0.000000000000e+00 
 2085       2.087189256559e-11       6.976148948447e-13       4.060323904867e-14       0.000000000000e+00 
 2086       2.075353675302e-11       7.020024648617e-13       4.223062964170e-14       0.000000000000e+00 
 2087       2.063567090692e-11       7.063942964140e-13       4.345416735513e-14       0.000000000000e+00 
 2088       2.051832236284e-11       7.107877722427e-13       4.427620381084e-14       0.000000000000e+00 
 2089       2.040151855562e-11       7.151802650672e-13       4.469910299405e-14       0.000000000000e+00 
 2090       2.028528701951e-11       7.195691375741e-13       4.472524126945e-14       0.000000000000e+00 
 2091       2.016965538833e-11       7.239517424050e-13       4.435700739734e-14       0.000000000000e+00 
 2092       2.005465139553e-11       7.283254221444e-13       4.359680254975e-14       0.000000000000e+00 
 2093       1.994030287434e-11       7.326875093076e-13       4.244704032661e-14       0.000000000000e+00 
 2094       1.982663775785e-11       7.370353263291e-13       4.091014677185e-14       0.000000000000e+00 
 2095       1.971368407919e-11       7.413661855503e-13       3.898856038958e-14       0.000000000000e+00 
 2096       1.960146997158e-11       7.456773892077e-13       3.668473216019e-14       0.000000000000e+00 
 2097       1.949002366849e-11       7.499662294208e-13       3.400112555647e-14       0.000000000000e+00 
 2098       1.937937350374e-11       7.542299881801e-13       3.094021655982e-14       0.000000000000e+00 
 2099       1.926954791162e-11       7.584659373353e-13       2.750449367632e-14       0.000000000000e+00 
 2100       1.916057542698e-11       7.626713385832e-13       2.369645795288e-14       0.000000000000e+00 
 2101       1.905248468541e-11       7.668434434555e-13       1.951862299340e-14       0.000000000000e+00 
 2102       1.894530442329e-11       7.709794933073e-13       1.497351497489e-14       0.000000000000e+00 
 2103       1.883906347793e-11       7.750767193047e-13       1.006367266361e-14       0.000000000000e+00 
 2104       1.873378745558e-11       7.791325697345e-13       4.792287181494e-15       0.000000000000e+00 
 2105       1.862948870973e-11       7.831453936855e-13      -8.348738617877e-16       0.000000000000e+00 
 2106       1.852617629332e-11       7.871137620997e-13      -6.811377081996e-15       0.000000000000e+00 
 2107       1.842385928451e-11       7.910362408771e-13      -1.313076182177e-14       0.000000000000e+00 
 2108       1.832254678678e-11       7.949113908698e-13      -1.978654011714e-14       0.000000000000e+00 
 2109       1.822224792889e-11       7.987377678760e-13      -2.677219666408e-14       0.000000000000e+00 
 2110       1.812297186493e-11       8.025139226344e-13      -3.408118878502e-14       0.000000000000e+00 
 2111       1.802472777437e-11       8.062384008183e-13      -4.170694639539e-14       0.000000000000e+00 
 2112       1.792752486205e-11       8.099097430298e-13      -4.964287197011e-14       0.000000000000e+00 
 2113       1.783137235822e-11       8.135264847939e-13      -5.788234051020e-14       0.000000000000e+00 
 2114       1.773627951856e-11       8.170871565527e-13      -6.641869950920e-14       0.000000000000e+00 
 2115       1.764225562424e-11       8.205902836597e-13      -7.524526891981e-14       0.000000000000e+00 
 2116       1.754930998189e-11       8.240343863737e-13      -8.435534112033e-14       0.000000000000e+00 
 2117       1.745745192368e-11       8.274179798534e-13      -9.374218088124e-14       0.000000000000e+00 
 2118       1.736669080729e-11       8.307395741511e-13      -1.033990253317e-13       0.000000000000e+00 
 2119       1.727703601599e-11       8.339976742073e-13      -1.133190839262e-13       0.000000000000e+00 
 2120       1.718849695865e-11       8.371907798446e-13      -1.234955384108e-13       0.000000000000e+00 
 2121       1.710108306975e-11       8.403173857619e-13      -1.339215427900e-13       0.000000000000e+00 
 2122       1.701480380939e-11       8.433759815288e-13      -1.445902232930e-13       0.000000000000e+00 
 2123       1.692966866339e-11       8.463650515795e-13      -1.554946783405e-13       0.000000000000e+00 
 2124       1.684568714324e-11       8.492830752071e-13      -1.666279785109e-13       0.000000000000e+00 
 2125       1.676286878615e-11       8.521285265578e-13      -1.779831665071e-13       0.000000000000e+00 
 2126       1.668122315509e-11       8.548998746251e-13      -1.895532571229e-13       0.000000000000e+00 
 2127       1.660075983881e-11       8.575955832438e-13      -2.013312372095e-13       0.000000000000e+00 
 2128       1.652148845185e-11       8.602141110845e-13      -2.133100656423e-13       0.000000000000e+00 
 2129       1.644341863458e-11       8.627539116473e-13      -2.254826732870e-13       0.000000000000e+00 
 2130       1.636656005324e-11       8.652134332565e-13      -2.378419629665e-13       0.000000000000e+00 
 2131       1.629092239994e-11       8.675911190544e-13      -2.503808094270e-13       0.000000000000e+00 
 2132       1.621651539269e-11       8.698854069958e-13      -2.630920593053e-13       0.000000000000e+00 
 2133       1.614334877544e-11       8.720947298417e-13      -2.759685310944e-13       0.000000000000e+00 
 2134       1.607143231809e-11       8.742175151540e-13      -2.890030151106e-13       0.000000000000e+00 
 2135       1.600077581655e-11       8.762521852894e-13      -3.021882734599e-13       0.000000000000e+00 
 2136       1.593138909272e-11       8.781971573935e-13      -3.155170400047e-13       0.000000000000e+00 
 2137       1.586328199453e-11       8.800508433951e-13      -3.289820203298e-13       0.000000000000e+00 
 2138       1.579646439599e-11       8.818116500007e-13      -3.425758917097e-13       0.000000000000e+00 
 2139       1.573094619720e-11       8.834779786878e-13      -3.562913030743e-13       0.000000000000e+00 
 2140       1.566673732436e-11       8.850482257002e-13      -3.701208749761e-13       0.000000000000e+00 
 2141       1.560384772983e-11       8.865207820411e-13      -3.840571995565e-13       0.000000000000e+00 
 2142       1.554228739213e-11       8.878940334682e-13      -3.980928405121e-13       0.000000000000e+00 
 2143       1.548206314913e-11       8.891666614911e-13      -4.122205275321e-13       0.000000000000e+00 
 2144       1.542316917397e-11       8.903385486243e-13      -4.264337411282e-13       0.000000000000e+00 
 2145       1.536559643416e-11       8.914098793069e-13      -4.407261317327e-13       0.000000000000e+00 
 2146       1.530933585240e-11       8.923808394615e-13      -4.550913255623e-13       0.000000000000e+00 
 2147       1.525437830659e-11       8.932516164967e-13      -4.695229245899e-13       0.000000000000e+00 
 2148       1.520071462973e-11       8.940223993091e-13      -4.840145065161e-13       0.000000000000e+00 
 2149       1.514833560986e-11       8.946933782849e-13      -4.985596247408e-13       0.000000000000e+00 
 2150       1.509723199003e-11       8.952647453028e-13      -5.131518083347e-13       0.000000000000e+00 
 2151       1.504739446824e-11       8.957366937351e-13      -5.277845620112e-13       0.000000000000e+00 
 2152       1.499881369736e-11       8.961094184503e-13      -5.424513660977e-13       0.000000000000e+00 
 2153       1.495148028510e-11       8.963831158150e-13      -5.571456765074e-13       0.000000000000e+00 
 2154       1.490538479391e-11       8.965579836961e-13      -5.718609247108e-13       0.000000000000e+00 
 2155       1.486051774101e-11       8.966342214624e-13      -5.865905177075e-13       0.000000000000e+00 
 2156       1.481686959822e-11       8.966120299872e-13      -6.013278379973e-13       0.000000000000e+00 
 2157       1.477443079201e-11       8.964916116497e-13      -6.160662435527e-13       0.000000000000e+00 
 2158       1.473319170335e-11       8.962731703378e-13      -6.307990677895e-13       0.000000000000e+00 
 2159       1.469314266773e-11       8.959569114494e-13      -6.455196195393e-13       0.000000000000e+00 
 2160       1.465427397507e-11       8.955430418950e-13      -6.602211830203e-13       0.000000000000e+00 
 2161       1.461657586965e-11       8.950317700994e-13      -6.748970178096e-13       0.000000000000e+00 
 2162       1.458003855007e-11       8.944233060038e-13      -6.895403588145e-13       0.000000000000e+00 
 2163       1.454465216920e-11       8.937178610680e-13      -7.041444162439e-13       0.000000000000e+00 
 2164       1.451040683411e-11       8.929156482724e-13      -7.187023755804e-13       0.000000000000e+00 
 2165       1.447729260602e-11       8.920168821196e-13      -7.332073975514e-13       0.000000000000e+00 
 2166       1.444529950025e-11       8.910217786373e-13      -7.476526181012e-13       0.000000000000e+00 
 2167       1.441441748614e-11       8.899305553793e-13      -7.620311483622e-13       0.000000000000e+00 
 2168       1.438463648702e-11       8.887434314287e-13      -7.763360746267e-13       0.000000000000e+00 
 2169       1.435594638014e-11       8.874606273987e-13      -7.905604583184e-13       0.000000000000e+00 
 2170       1.432833699660e-11       8.860823654357e-13      -8.046973359642e-13       0.000000000000e+00 
 2171       1.430179812133e-11       8.846088692208e-13      -8.187397191658e-13       0.000000000000e+00 
 2172       1.427631949301e-11       8.830403639717e-13      -8.326805945708e-13       0.000000000000e+00 
 2173       1.425189080400e-11       8.813770764452e-13      -8.465129238452e-13       0.000000000000e+00 
 2174       1.422850170031e-11       8.796192349389e-13      -8.602296436442e-13       0.000000000000e+00 
 2175       1.420614178154e-11       8.777670692936e-13      -8.738236655841e-13       0.000000000000e+00 
 2176       1.418480060080e-11       8.758208108947e-13      -8.872878762143e-13       0.000000000000e+00 
 2177       1.416446766468e-11       8.737806926750e-13      -9.006151369881e-13       0.000000000000e+00 
 2178       1.414513243317e-11       8.716469491160e-13      -9.137982842349e-13       0.000000000000e+00 
 2179       1.412678431963e-11       8.694198162505e-13      -9.268301291319e-13       0.000000000000e+00 
 2180       1.410941269072e-11       8.670995316646e-13      -9.397034576752e-13       0.000000000000e+00 
 2181       1.409300686632e-11       8.646863344992e-13      -9.524110306517e-13       0.000000000000e+00 
 2182       1.407755485281e-11       8.621806592980e-13      -9.649463438282e-13       0.000000000000e+00 
 2183       1.406303953352e-11       8.595837189656e-13      -9.773059141497e-13       0.000000000000e+00 
 2184       1.404944245258e-11       8.568969257246e-13      -9.894870088224e-13       0.000000000000e+00 
 2185       1.403674507922e-11       8.541216976315e-13      -1.001486886480e-12       0.000000000000e+00 
 2186       1.402492880769e-11       8.512594585846e-13      -1.013302797175e-12       0.000000000000e+00 
 2187       1.401397495719e-11       8.483116383302e-13      -1.024931982367e-12       0.000000000000e+00 
 2188       1.400386477173e-11       8.452796724698e-13      -1.036371674918e-12       0.000000000000e+00 
 2189       1.399457942009e-11       8.421650024670e-13      -1.047619099078e-12       0.000000000000e+00 
 2190       1.398609999571e-11       8.389690756545e-13      -1.058671470480e-12       0.000000000000e+00 
 2191       1.397840751660e-11       8.356933452409e-13      -1.069525996128e-12       0.000000000000e+00 
 2192       1.397148292527e-11       8.323392703176e-13      -1.080179874388e-12       0.000000000000e+00 
 2193       1.396530708860e-11       8.289083158659e-13      -1.090630294982e-12       0.000000000000e+00 
 2194       1.395986079781e-11       8.254019527636e-13      -1.100874438974e-12       0.000000000000e+00 
 2195       1.395512476833e-11       8.218216577925e-13      -1.110909478763e-12       0.000000000000e+00 
 2196       1.395107963972e-11       8.181689136445e-13      -1.120732578075e-12       0.000000000000e+00 
 2197       1.394770597558e-11       8.144452089294e-13      -1.130340891953e-12       0.000000000000e+00 
 2198       1.394498426347e-11       8.106520381810e-13      -1.139731566745e-12       0.000000000000e+00 
 2199       1.394289491483e-11       8.067909018648e-13      -1.148901740099e-12       0.000000000000e+00 
 2200       1.394141826485e-11       8.028633063841e-13      -1.157848540951e-12       0.000000000000e+00 
 2201       1.394053457243e-11       7.988707640879e-13      -1.166569089517e-12       0.000000000000e+00 
 2202       1.394022402006e-11       7.948147932768e-13      -1.175060497283e-12       0.000000000000e+00 
 2203       1.394046671376e-11       7.906969182107e-13      -1.183319866996e-12       0.000000000000e+00 
 2204       1.394124268296e-11       7.865186691153e-13      -1.191344292656e-12       0.000000000000e+00 
 2205       1.394253188043e-11       7.822815821892e-13      -1.199130859504e-12       0.000000000000e+00 
 2206       1.394431418219e-11       7.779871996106e-13      -1.206676644016e-12       0.000000000000e+00 
 2207       1.394656938740e-11       7.736370695448e-13      -1.213978713890e-12       0.000000000000e+00 
 2208       1.394927721831e-11       7.692327461502e-13      -1.221034128040e-12       0.000000000000e+00 
 2209       1.395241732016e-11       7.647757895862e-13      -1.227839936588e-12       0.000000000000e+00 
 2210       1.395596926106e-11       7.602677660193e-13      -1.234393180847e-12       0.000000000000e+00 
 2211       1.395991253193e-11       7.557102476307e-13      -1.240690893324e-12       0.000000000000e+00 
 2212       1.396422654641e-11       7.511048126226e-13      -1.246730097697e-12       0.000000000000e+00 
 2213       1.396889064078e-11       7.464530452256e-13      -1.252507808819e-12       0.000000000000e+00 
 2214       1.397388407383e-11       7.417565357054e-13      -1.258021032697e-12       0.000000000000e+00 
 2215       1.397918602683e-11       7.370168803698e-13      -1.263266766493e-12       0.000000000000e+00 
 2216       1.398477560339e-11       7.322356815756e-13      -1.268241998506e-12       0.000000000000e+00 
 2217       1.399063182941e-11       7.274145477355e-13      -1.272943708169e-12       0.000000000000e+00 
 2218       1.399673365297e-11       7.225550933250e-13      -1.277368866038e-12       0.000000000000e+00 
