# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:(.)rho_dr             17:gr.fac. D             18:gr.fac. f          
       6.399026144483e+13       1.845899520411e-25       7.243215804920e-09       8.834618945516e+21       1.351070547874e+04       2.111369007359e-10       8.645535758885e+17       4.181820958977e-09       4.613543397580e+43       6.563585434134e+32       3.648506620233e+33       5.477568885622e-08       3.191505793234e+43       7.805049191247e+43       2.915414086519e+31       3.669192253448e+12       5.132145848325e-06       2.239946274319e+00 
       6.354544334144e+13       1.871832562773e-25       7.294147508219e-09       8.712220953344e+21       1.351070547874e+04       2.126148590410e-10       8.585437695020e+17       4.211093705689e-09       4.486593553207e+43       6.427657555129e+32       3.572948257902e+33       5.477568885622e-08       3.103685840358e+43       7.590279393989e+43       2.855037626552e+31       3.643686448309e+12       5.212335627205e-06       2.205485562406e+00 
       6.310371732019e+13       1.898129938447e-25       7.345079211518e-09       8.591518707031e+21       1.351070547874e+04       2.141031630543e-10       8.525757393267e+17       4.240571361628e-09       4.363136959379e+43       6.294544660171e+32       3.498954663491e+33       5.477568885622e-08       3.018282409532e+43       7.381419369326e+43       2.795911526503e+31       3.618357942709e+12       5.292525406085e-06       2.172069114491e+00 
       6.266506188699e+13       1.924796765952e-25       7.396010914817e-09       8.472488713102e+21       1.351070547874e+04       2.156018851957e-10       8.466491949620e+17       4.270255361159e-09       4.243077493099e+43       6.164188452647e+32       3.426493431606e+33       5.477568885622e-08       2.935229005858e+43       7.178306499364e+43       2.738009892176e+31       3.593205504179e+12       5.372715184965e-06       2.139650172484e+00 
       6.222945569711e+13       1.951838235717e-25       7.448761607520e-09       8.355107803572e+21       1.351070547874e+04       2.171110983920e-10       8.407638480258e+17       4.300147148687e-09       4.126321676367e+43       6.036531843228e+32       3.355532827946e+33       5.477568885622e-08       2.854460964164e+43       6.980782640930e+43       2.681307365627e+31       3.568227908817e+12       5.452904963845e-06       2.108184728771e+00 
       6.179687755423e+13       1.979259611090e-25       7.499693310820e-09       8.239353131430e+21       1.351070547874e+04       2.186308760808e-10       8.349194121408e+17       4.330248178728e-09       4.012778603396e+43       5.911518924872e+32       3.286041775409e+33       5.477568885622e-08       2.775915398654e+43       6.788694002440e+43       2.625779114059e+31       3.543423941228e+12       5.533094742725e-06       2.077631326905e+00 
       6.136730640936e+13       2.007066229366e-25       7.552444003522e-09       8.125202166198e+21       1.351070547874e+04       2.201612922134e-10       8.291156029203e+17       4.360559915978e-09       3.902359869831e+43       5.789094948340e+32       3.217989840482e+33       5.477568885622e-08       2.699531153946e+43       6.601891024160e+43       2.571400818950e+31       3.518792394466e+12       5.613284521606e-06       2.047950879378e+00 
       6.094072135984e+13       2.035263502823e-25       7.605194696225e-09       8.012632689545e+21       1.351070547874e+04       2.217024212588e-10       8.233521379547e+17       4.391083835390e-09       3.794979503924e+43       5.669206298214e+32       3.151347219910e+33       5.477568885622e-08       2.625248757458e+43       6.420228261756e+43       2.518148665398e+31       3.494332069975e+12       5.693474300486e-06       2.019106500796e+00 
       6.051710164830e+13       2.063856919774e-25       7.657945388928e-09       7.901622790956e+21       1.351070547874e+04       2.232543382077e-10       8.176287367971e+17       4.421821422237e-09       3.690553899588e+43       5.551800469420e+32       3.086084727647e+33       5.477568885622e-08       2.553010373101e+43       6.243564273056e+43       2.465999331693e+31       3.470041777532e+12       5.773664079366e-06       1.991063354951e+00 
       6.009642666167e+13       2.092852045639e-25       7.712515071034e-09       7.792150863477e+21       1.351070547874e+04       2.248171185751e-10       8.119451209504e+17       4.452774172192e-09       3.589001751309e+43       5.436826044231e+32       3.022173782072e+33       5.477568885622e-08       2.482759756250e+43       6.071761507918e+43       2.414929979104e+31       3.445920335185e+12       5.853853858246e-06       1.963788514473e+00 
       5.967867593016e+13       2.122254524028e-25       7.767084753141e-09       7.684195599501e+21       1.351070547874e+04       2.263908384051e-10       8.063010138534e+17       4.483943591397e-09       3.490243990837e+43       5.324232669752e+32       2.959586393471e+33       5.477568885622e-08       2.414442209950e+43       5.904686201139e+43       2.364918241876e+31       3.421966569200e+12       5.934043637126e-06       1.937250831845e+00 
       5.926382912628e+13       2.152070077836e-25       7.821654435247e-09       7.577735986626e+21       1.351070547874e+04       2.279755742740e-10       8.006961408674e+17       4.515331196537e-09       3.394203725627e+43       5.213971035864e+32       2.898295151781e+33       5.477568885622e-08       2.348004542330e+43       5.742208268301e+43       2.315942217436e+31       3.398179314001e+12       6.014233416006e-06       1.911420820754e+00 
       5.885186606383e+13       2.182304510359e-25       7.876224117354e-09       7.472751303564e+21       1.351070547874e+04       2.295714032939e-10       7.951302292625e+17       4.546938514912e-09       3.300806178968e+43       5.105992853633e+32       2.838273214585e+33       5.477568885622e-08       2.283395025187e+43       5.584201204492e+43       2.267980456798e+31       3.374557412115e+12       6.094423194886e-06       1.886270546797e+00 
       5.844276669695e+13       2.212963706425e-25       7.930793799460e-09       7.369221116106e+21       1.351070547874e+04       2.311784031169e-10       7.896030082051e+17       4.578767084516e-09       3.209978631763e+43       5.000250834157e+32       2.779494295355e+33       5.477568885622e-08       2.220563353712e+43       5.430541985806e+43       2.221011955175e+31       3.351099714116e+12       6.174612973766e-06       1.861773526709e+00 
       5.803651111912e+13       2.244053633536e-25       7.985363481566e-09       7.267125273145e+21       1.351070547874e+04       2.327966519388e-10       7.841142087439e+17       4.610818454107e-09       3.121650365911e+43       4.896698667860e+32       2.721932651941e+33       5.477568885622e-08       2.159460607324e+43       5.281110973558e+43       2.175016142773e+31       3.327805078565e+12       6.254802752646e-06       1.837904635341e+00 
       5.763307956218e+13       2.275580343034e-25       8.041752153076e-09       7.166443902757e+21       1.351070547874e+04       2.344262285023e-10       7.786635637973e+17       4.643094183285e-09       3.035752609243e+43       4.795291004209e+32       2.665563075300e+33       5.477568885622e-08       2.100039211576e+43       5.135791821136e+43       2.129972875788e+31       3.304672371961e+12       6.334992531527e-06       1.814640019704e+00 
       5.723245239541e+13       2.307549971273e-25       8.098140824586e-09       7.067157408328e+21       1.351070547874e+04       2.360672121018e-10       7.732508081403e+17       4.675595842568e-09       2.952218481982e+43       4.695983431854e+32       2.610360878449e+33       5.477568885622e-08       2.042252901117e+43       4.994471383409e+43       2.085862427582e+31       3.281700468679e+12       6.415182310407e-06       1.791957019458e+00 
       5.683461012454e+13       2.339968740819e-25       8.154529496096e-09       6.969246464747e+21       1.351070547874e+04       2.377196825866e-10       7.678756783916e+17       4.708325013465e-09       2.870982944664e+43       4.598732459174e+32       2.556301885662e+33       5.477568885622e-08       1.986056683671e+43       4.857039628639e+43       2.042665480041e+31       3.258888250922e+12       6.495372089287e-06       1.769834093292e+00 
       5.643953339081e+13       2.372842961658e-25       8.212737157010e-09       6.872692014635e+21       1.351070547874e+04       2.393837203647e-10       7.625379130006e+17       4.741283288559e-09       2.791982747502e+43       4.503495495237e+32       2.503362421873e+33       5.477568885622e-08       1.931406805003e+43       4.723389552802e+43       2.000363115121e+31       3.236234608661e+12       6.575561868167e-06       1.748250750691e+00 
       5.604720297002e+13       2.406179032426e-25       8.269125828519e-09       6.777475264643e+21       1.351070547874e+04       2.410594064072e-10       7.572372522349e+17       4.774472271579e-09       2.715156381141e+43       4.410230831142e+32       2.451519302316e+33       5.477568885622e-08       1.878260714853e+43       4.593417096285e+43       1.958936806557e+31       3.213738439583e+12       6.655751647047e-06       1.727187488635e+00 
       5.565759977161e+13       2.439983441653e-25       8.327333489433e-09       6.683577681793e+21       1.351070547874e+04       2.427468222521e-10       7.519734381677e+17       4.807893577479e-09       2.640444028762e+43       4.318897621753e+32       2.400749822365e+33       5.477568885622e-08       1.826577033809e+43       4.467021062856e+43       1.918368411753e+31       3.191398649039e+12       6.735941425928e-06       1.706625732818e+00 
       5.527070483775e+13       2.474262769024e-25       8.385541150346e-09       6.590980989868e+21       1.351070547874e+04       2.444460500078e-10       7.467462146651e+17       4.841548832521e-09       2.567787519515e+43       4.229455867813e+32       2.351031747595e+33       5.477568885622e-08       1.776315521086e+43       4.344103040880e+43       1.878640163835e+31       3.169214149989e+12       6.816131204808e-06       1.686547783020e+00 
       5.488649934235e+13       2.509023686666e-25       8.443748811260e-09       6.499667165856e+21       1.351070547874e+04       2.461571723579e-10       7.415553273734e+17       4.875439674348e-09       2.497130283223e+43       4.141866398425e+32       2.302343304040e+33       5.477568885622e-08       1.727437043195e+43       4.224567326691e+43       1.839734663869e+31       3.147183862947e+12       6.896320983688e-06       1.666936762288e+00 
       5.450496459022e+13       2.544272960439e-25       8.503775461577e-09       6.409618436444e+21       1.351070547874e+04       2.478802725644e-10       7.364005237075e+17       4.909567752068e-09       2.428417306338e+43       4.056090853899e+32       2.254663168663e+33       5.477568885622e-08       1.679903543474e+43       4.108320850081e+43       1.801634873244e+31       3.125306715935e+12       6.976510762568e-06       1.647776569618e+00 
       5.412608201611e+13       2.580017451260e-25       8.563802111894e-09       6.320817274555e+21       1.351070547874e+04       2.496154344723e-10       7.312815528376e+17       4.943934726332e-09       2.361595089108e+43       3.972091668948e+32       2.207970460011e+33       5.477568885622e-08       1.633678012461e+43       3.995273101832e+43       1.764324106207e+31       3.103581644424e+12       7.056700541449e-06       1.629051835873e+00 
       5.374983318382e+13       2.616264116433e-25       8.623828762211e-09       6.233246395940e+21       1.351070547874e+04       2.513627425136e-10       7.261981656779e+17       4.978542269416e-09       2.296611603922e+43       3.889832056242e+32       2.162244729076e+33       5.477568885622e-08       1.588724459072e+43       3.885336063250e+43       1.727786022557e+31       3.082007591284e+12       7.136890320329e-06       1.610747882661e+00 
       5.337619978533e+13       2.653020011004e-25       8.683855412528e-09       6.146888755811e+21       1.351070547874e+04       2.531222817112e-10       7.211501148738e+17       5.013392065301e-09       2.233416254799e+43       3.809275990294e+32       2.117465950333e+33       5.477568885622e-08       1.545007882581e+43       3.778424137632e+43       1.692004620490e+31       3.060583506736e+12       7.217080099209e-06       1.592850683965e+00 
       5.300516363985e+13       2.690292289138e-25       8.743882062845e-09       6.061727545526e+21       1.351070547874e+04       2.548941376832e-10       7.161371547902e+17       5.048485809758e-09       2.171959837999e+43       3.730388191681e+32       2.073614512977e+33       5.477568885622e-08       1.502494245373e+43       3.674454083618e+43       1.656964229588e+31       3.039308348297e+12       7.297269878090e-06       1.575346830295e+00 
       5.263670669300e+13       2.728088205508e-25       8.805727702565e-09       5.977746189313e+21       1.351070547874e+04       2.566783966470e-10       7.111590414997e+17       5.083825210425e-09       2.112194503709e+43       3.653134111598e+32       2.030671212330e+33       5.477568885622e-08       1.461150446435e+43       3.573344950385e+43       1.622649503959e+31       3.018181080732e+12       7.377459656970e-06       1.558223495184e+00 
       5.227081101588e+13       2.766415116707e-25       8.867573342286e-09       5.894928341051e+21       1.351070547874e+04       2.584751454235e-10       7.062155327703e+17       5.119411986898e-09       2.054073718788e+43       3.577479916724e+32       1.988617241430e+33       5.477568885622e-08       1.420944295589e+43       3.475018014613e+43       1.589045415515e+31       2.997200675999e+12       7.457649435850e-06       1.541468403838e+00 
       5.190745880425e+13       2.805280482681e-25       8.929418982007e-09       5.813257881081e+21       1.351070547874e+04       2.602844714415e-10       7.013063880539e+17       5.155247870806e-09       1.997552230540e+43       3.503392474404e+32       1.947434182796e+33       5.477568885622e-08       1.381844488425e+43       3.379396719196e+43       1.556137247389e+31       2.976366113206e+12       7.537839214731e-06       1.525069803797e+00 
       5.154663237761e+13       2.844691868182e-25       8.991264621727e-09       5.732718913073e+21       1.351070547874e+04       2.621064627416e-10       6.964313684746e+17       5.191334605901e-09       1.942586031473e+43       3.430839338142e+32       1.907104000364e+33       5.477568885622e-08       1.343820581931e+43       3.286406613631e+43       1.523910587494e+31       2.955676378555e+12       7.618028993611e-06       1.509016437442e+00 
       5.118831417836e+13       2.884656944238e-25       9.054929250851e-09       5.653295760929e+21       1.351070547874e+04       2.639412079808e-10       6.915902368169e+17       5.227673948141e-09       1.889132325043e+43       3.359788733390e+32       1.867609031583e+33       5.477568885622e-08       1.306842970789e+43       3.195975296054e+43       1.492351322207e+31       2.935130465298e+12       7.698218772491e-06       1.493297516219e+00 
       5.083248677097e+13       2.925183489647e-25       9.118593879975e-09       5.574972965735e+21       1.351070547874e+04       2.657887964366e-10       6.867827575143e+17       5.264267665778e-09       1.837149492327e+43       3.290209543629e+32       1.828931979685e+33       5.477568885622e-08       1.270882864323e+43       3.108032356868e+43       1.461445630189e+31       2.914727373681e+12       7.778408551372e-06       1.477902696464e+00 
       5.047913284108e+13       2.966279392493e-25       9.182258509099e-09       5.497735282749e+21       1.351070547874e+04       2.676493180117e-10       6.820086966378e+17       5.301117539437e-09       1.786597059621e+43       3.222071296746e+32       1.791055906106e+33       5.477568885622e-08       1.235912264084e+43       3.022509323918e+43       1.431179976335e+31       2.894466110904e+12       7.858598330252e-06       1.462822056705e+00 
       5.012823519472e+13       3.007952651677e-25       9.245923138224e-09       5.421567678436e+21       1.351070547874e+04       2.695228632378e-10       6.772678218846e+17       5.338225362213e-09       1.737435666928e+43       3.155344151687e+32       1.753964223071e+33       5.477568885622e-08       1.201903942050e+43       2.939339609186e+43       1.401541105841e+31       2.874345691066e+12       7.938788109133e-06       1.448046076334e+00 
