#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       1.188080698052e+02       3.180759325586e-04      -9.273198515080e-01       3.147371777842e-02       8.662521596821e-03       3.911761264432e-02       2.151080871709e-03       8.018302752410e-03      -6.989878372043e-01       4.170083492834e-02       3.131869094271e-03       3.133864497411e-03      -2.037836552102e-02      -1.008101114235e-02       5.154412127582e-03      -4.365644458334e+01       2.707879907354e-01 
       1.189414258208e+02       3.185023367288e-04      -9.306176277289e-01       5.577605247040e-03       6.642590117210e-03       3.491682547228e-02       1.974839557487e-03       7.166021026412e-03      -7.028265762345e-01       1.581964657254e-02       3.130793751651e-03       3.132348776867e-03      -1.851297952588e-02      -1.093736834311e-02       4.210143940592e-03      -4.369256398906e+01       2.708427699252e-01 
       1.190747818363e+02       3.189288964756e-04      -9.293291347798e-01      -2.010197883894e-02       4.599171221899e-03       3.056868197912e-02       1.789100574879e-03       6.283330264198e-03      -7.032242369967e-01      -9.895497642029e-03       3.129498890503e-03       3.130604903737e-03      -1.651334385487e-02      -1.159900151091e-02       3.202043009492e-03      -4.372869139284e+01       2.708976708842e-01 
       1.191829385630e+02       3.192749666743e-04      -9.249494706892e-01      -4.068267871834e-02       2.931680189004e-03       2.694902060865e-02       1.632101224825e-03       5.548155359150e-03      -7.010401308851e-01      -3.054195034175e-02       3.128288172744e-03       3.129026259569e-03      -1.481747912544e-02      -1.198477275173e-02       2.349935013878e-03      -4.375799794532e+01       2.709422668524e-01 
       1.192910952896e+02       3.196211392086e-04      -9.176227369074e-01      -6.097122812597e-02       1.260948133728e-03       2.325876809326e-02       1.469944452750e-03       4.798316822028e-03      -6.966368347058e-01      -5.092903669721e-02       3.126934793472e-03       3.127303766176e-03      -1.307659816709e-02      -1.223082393590e-02       1.477667345982e-03      -4.378730975525e+01       2.709869075511e-01 
       1.193799808911e+02       3.199057080992e-04      -9.094279396507e-01      -7.738046132818e-02      -1.106762958018e-04       2.018171170906e-02       1.333182447411e-03       4.172834264119e-03      -6.913788267391e-01      -6.744352499797e-02       3.125716819936e-03       3.125782987388e-03      -1.162651988306e-02      -1.232658793474e-02       7.529115660863e-04      -4.381140278321e+01       2.710236164922e-01 
       1.194507942923e+02       3.201324679738e-04      -9.015175966206e-01      -9.025740159275e-02      -1.200334988868e-03       1.770653778736e-02       1.222179062382e-03       3.669542795043e-03      -6.861463009010e-01      -8.041980811775e-02       3.124678968201e-03       3.124505052949e-03      -1.046696253361e-02      -1.233367832022e-02       1.745167297537e-04      -4.383059975685e+01       2.710528698559e-01 
       1.195216076936e+02       3.203592717166e-04      -8.924006302502e-01      -1.029416892750e-01      -2.285609462226e-03       1.521405336264e-02       1.109523704441e-03       3.162594053614e-03      -6.800012912829e-01      -9.321701047283e-02       3.123581923914e-03       3.123169561516e-03      -9.309862515429e-03      -1.227943476796e-02      -4.016248409316e-04      -4.384979897481e+01       2.710821256792e-01 
       1.195924210948e+02       3.205861193277e-04      -8.820960288709e-01      -1.154163279154e-01      -3.364992958049e-03       1.270772675453e-02       9.953700115940e-04       2.652692657567e-03      -6.729570841811e-01      -1.058179620926e-01       3.122426402320e-03       3.121777784094e-03      -8.160990026417e-03      -1.216421718614e-02      -9.726357291555e-04      -4.386900043329e+01       2.711113797168e-01 
       1.196632344961e+02       3.208130108070e-04      -8.706243698397e-01      -1.276647064469e-01      -4.436990834379e-03       1.019103556185e-02       8.798736594275e-04       2.140545360616e-03      -6.650281705134e-01      -1.182058577023e-01       3.121213197967e-03       3.120331062759e-03      -7.026068908438e-03      -1.198869006139e-02      -1.535666773152e-03      -4.388820412799e+01       2.711406278094e-01 
       1.197340478973e+02       3.210399461545e-04      -8.580077797075e-01      -1.396706226122e-01      -5.500122827723e-03       7.667461401781e-03       7.631921288838e-04       1.626859984552e-03      -6.562302174876e-01      -1.303642831010e-01       3.119943183522e-03       3.118830807443e-03      -5.910745547988e-03      -1.175381915439e-02      -2.087912544151e-03      -4.390741005413e+01       2.711698658844e-01 
       1.198048612986e+02       3.212669253703e-04      -8.442698935619e-01      -1.514183043230e-01      -6.552925142520e-03       5.140484970761e-03       6.454844833729e-04       1.112344415856e-03      -6.465800394187e-01      -1.422772370699e-01       3.118617308447e-03       3.117278492756e-03      -4.820559927603e-03      -1.146086605737e-02      -2.626625714605e-03      -4.392661820641e+01       2.711990899605e-01 
       1.199203952109e+02       3.216373420570e-04      -8.195149054681e-01      -1.699909748094e-01      -8.244677032344e-03       1.019380024022e-03       4.516560160591e-04       2.729532276623e-04      -6.290530951677e-01      -1.611463009510e-01       3.116336888139e-03       3.114638113119e-03      -3.109845316058e-03      -1.086236442121e-02      -3.469578805448e-03      -4.395796157198e+01       2.712467294557e-01 
       1.200359291233e+02       3.220078755156e-04      -7.919595887665e-01      -1.877718153640e-01      -9.898935558791e-03      -3.086510424350e-03       2.562265347610e-04      -5.637084283763e-04      -6.093897928058e-01      -1.792556665937e-01       3.113915408845e-03       3.111870277702e-03      -1.502900993267e-03      -1.012180701407e-02      -4.258301348137e-03      -4.398931082029e+01       2.712943039221e-01 
       1.201514630357e+02       3.223785257461e-04      -7.617305802157e-01      -2.047005389463e-01      -1.150971097077e-02      -7.162291236380e-03       5.990445606320e-05      -1.394606927674e-03      -5.876814714519e-01      -1.965437499078e-01       3.111358253333e-03       3.108982370033e-03      -2.081608609846e-05      -9.249388639714e-03      -4.982424637923e-03      -4.402066592074e+01       2.713417968039e-01 
       1.202669969481e+02       3.227492927485e-04      -7.289635185526e-01      -2.207205937144e-01      -1.307120230863e-02      -1.119325007354e-02      -1.365988689496e-04      -2.216744048343e-03      -5.640263781345e-01      -2.129525888026e-01       3.108671286885e-03       3.105982110975e-03       1.317026449408e-03      -8.257036950337e-03      -5.632461227073e-03      -4.405202683981e+01       2.713891923894e-01 
       1.203825308605e+02       3.231201765227e-04      -6.938024541223e-01      -2.357793451577e-01      -1.457781830877e-02      -1.516491068784e-02      -3.325717679447e-04      -3.027167829550e-03      -5.385292378397e-01      -2.284280300353e-01       3.105860833802e-03       3.102877519929e-03       2.493203813249e-03      -7.158249427295e-03      -6.199929076468e-03      -4.408339354134e+01       2.714364758682e-01 
       1.204980647729e+02       3.234911770688e-04      -6.563992312181e-01      -2.498282433577e-01      -1.602419753619e-02      -1.906308530108e-02      -5.273048668094e-04      -3.822983252098e-03      -5.113008025490e-01      -2.429199002152e-01       3.102933651967e-03       3.099676875852e-03       3.492482506031e-03      -5.967910687879e-03      -6.677462975290e-03      -4.411476598671e+01       2.714836333815e-01 
       1.206135986852e+02       3.238622943867e-04      -6.169128471988e-01      -2.628229726580e-01      -1.740522753688e-02      -2.287392557242e-02      -7.200936952484e-04      -4.601362639871e-03      -4.824573822464e-01      -2.563821632153e-01       3.099896907252e-03       3.096388680104e-03       4.302017516983e-03      -4.702092246457e-03      -7.058910702712e-03      -4.414614413512e+01       2.715306518615e-01 
       1.207811290588e+02       3.244006418437e-04      -5.562944477528e-01      -2.797128560204e-01      -1.928187757554e-02      -2.821731405657e-02      -9.947725199696e-04      -5.693483195785e-03      -4.380131090284e-01      -2.739899116024e-01       3.095314342501e-03       3.091482882253e-03       5.118408995409e-03      -2.767493869478e-03      -7.431719933912e-03      -4.419165417696e+01       2.715985584349e-01 
       1.209486594324e+02       3.249392348317e-04      -4.921706408454e-01      -2.941980426140e-01      -2.099728708824e-02      -3.330948070321e-02      -1.261814098982e-03      -6.735123361984e-03      -3.908159132082e-01      -2.892349698500e-01       3.090541628529e-03       3.086438295849e-03       5.493429372246e-03      -7.646942975313e-04      -7.582800987626e-03      -4.423717598241e+01       2.716661109355e-01 
       1.211161898060e+02       3.254780733507e-04      -4.250883087031e-01      -3.061939179834e-01      -2.253911124423e-02      -3.811327398870e-02      -1.519193306782e-03      -7.718675507800e-03      -3.412694296563e-01      -3.020265825955e-01       3.085604370575e-03       3.081282323279e-03       5.418233455445e-03       1.250025993708e-03      -7.508663854508e-03      -4.428270940733e+01       2.717332791292e-01 
       1.212837201797e+02       3.260171574007e-04      -3.556109156852e-01      -3.156366577357e-01      -2.389644763188e-02      -4.259403145285e-02      -1.764960950873e-03      -8.637032021724e-03      -2.897907816496e-01      -3.122945168483e-01       3.080529268936e-03       3.076042534312e-03       4.896596149906e-03       3.220231363424e-03      -7.212126153881e-03      -4.432825430242e+01       2.718000378954e-01 
       1.214512505533e+02       3.265564869818e-04      -2.843138277113e-01      -3.224834683702e-01      -2.505991224121e-02      -4.671982858536e-02      -1.997258694031e-03      -9.483636448182e-03      -2.368071106466e-01      -3.199893586229e-01       3.075343895180e-03       3.070746456680e-03       3.944759158602e-03       5.090911973545e-03      -6.702210434495e-03      -4.437381051464e+01       2.718663659275e-01 
       1.216187809269e+02       3.270960620938e-04      -2.117796089217e-01      -3.267126646471e-01      -2.602170334006e-02      -5.046170508260e-02      -2.214333246800e-03      -1.025253007478e-02      -1.827520803898e-01      -3.250826376239e-01       3.070076447673e-03       3.065421365422e-03       2.590943379269e-03       6.810012118440e-03      -5.993875446982e-03      -4.441937788855e+01       2.719322459086e-01 
       1.217863113005e+02       3.276358827369e-04      -1.385933213963e-01      -3.283235762911e-01      -2.677565229208e-02      -5.379386666932e-02      -2.414549735894e-03      -1.093839360257e-02      -1.280623748382e-01      -3.275667861226e-01       3.064755489623e-03       3.060094073562e-03       8.745320809023e-04       8.329872988974e-03      -5.107584451351e-03      -4.446495626758e+01       2.719976659796e-01 
       1.219538416741e+02       3.281759489110e-04      -6.533785827482e-02      -3.273362846249e-01      -2.731726081114e-02      -5.669386057596e-02      -2.596404145373e-03      -1.153658350767e-02      -7.317421166705e-02      -3.274549398068e-01       3.059409693938e-03       3.054790747142e-03      -1.155060549990e-03       9.608552573098e-03      -4.068718368395e-03      -4.451054549558e+01       2.720626198159e-01 
       1.221213720477e+02       3.287162606161e-04       7.410649612390e-03      -3.237911975207e-01      -2.764372470917e-02      -5.914272333659e-02      -2.758534720542e-03      -1.204316281469e-02      -1.851990073664e-02      -3.247805694571e-01       3.054067595584e-03       3.049536743080e-03      -3.439802387218e-03       1.061098346444e-02      -2.906850964466e-03      -4.455614541809e+01       2.721271055821e-01 
       1.222889024213e+02       3.292568178523e-04       7.908731292300e-02      -3.177484691485e-01      -2.775394424418e-02      -6.112510023952e-02      -2.899732239288e-03      -1.245492613746e-02       3.547552078755e-02      -3.195969448716e-01       3.048757343742e-03       3.044356459351e-03      -5.914692743266e-03       1.130993376499e-02      -1.654909217083e-03      -4.460175588365e+01       2.721911250906e-01 
